,Solvent 1,Solvent 2,q1,q2,r1,r2,x1,x2,T
4196,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.24654061136875086,0.38815435219310407,300
4197,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.3758266772442043,0.336268193182455,300
4198,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.7144916607943765,0.19201960633557835,300
4199,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.1545837021353285,0.4326185863495862,300
4200,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.41160852183610697,0.5602736392338477,300
4201,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.3314715762497715,0.27806267489974923,300
4202,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.6941552308381167,0.07272895510573273,300
4203,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.10979715195811769,0.5868751341115094,300
4204,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.06253624588628465,0.11930254851700073,300
4205,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.4580722196207203,0.4138942583621688,300
4206,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.35573341122345536,0.1819618678699752,300
4207,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.26869956590760563,0.4333677449492528,300
4208,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.290699735827813,0.1854292261001449,300
4209,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.4517484929418946,0.5079211154116734,300
4210,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.5638568878498552,0.10699586304240366,300
4211,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.09070846238868971,0.6751866554527707,300
4212,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.3377035772112949,0.21859757261964372,300
4213,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.2957179841854788,0.3451011852981239,300
4214,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.409550639775438,0.2869359593331448,300
4215,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.19894634419746607,0.37943088758119486,300
4216,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.30057525662107354,0.2684282669472593,300
4217,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.31328380892816976,0.37659049333761085,300
4218,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.6075132889446913,0.26134525150963617,300
4219,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.11022984518848095,0.4028850619061977,300
4220,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.058453623105258555,0.36965007405943,300
4221,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.5155584405698649,0.2911187857183783,300
4222,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.3822440725152311,0.031598563959242376,300
4223,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.33070889137330617,0.6164099134306033,300
4224,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.3550326747971302,0.2258749456848389,300
4225,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.35811161298442684,0.41075998245725787,300
4226,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.4870367956157265,0.07782382793983442,300
4227,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.06268968884878218,0.8501375381313007,300
4228,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.3022790157565566,0.11041838869062767,300
4229,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.3168907409886957,0.4109999642296741,300
4230,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.5167335285255718,0.3510006070703627,300
4231,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.1584289575903913,0.3305535027880397,300
4232,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.4413369316924869,0.28607847855220453,300
4233,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.2610775648215288,0.3433884531742925,300
4234,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.48465672931149195,0.2231769702683083,300
4235,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.09531339179468284,0.4464752523501892,300
4236,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.08437509850802158,0.3263875357903378,300
4237,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.6187396520885007,0.3535433799981433,300
4238,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.5161176153791035,0.002913573369696016,300
4239,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.26655796025516393,0.5700169493059857,300
4240,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.28684279835900056,0.04341072672646214,300
4241,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.3394497267628147,0.5279567377776561,300
4242,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.44122631860284195,0.19594742603612653,300
4243,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.06999728072564917,0.49861695433287095,300
4244,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.3627557956767785,0.6274260783923568,300
4245,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.3552593734236447,0.3109748652248632,300
4246,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.5538581244439066,0.18901467471610173,300
4247,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.20519128739459558,0.4915078875852455,300
4248,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.2828470324202181,0.4268369680046314,300
4249,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.3739306254359237,0.3123246862586608,300
4250,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.7716966093468907,0.11136783227275893,300
4251,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.11635906707693178,0.46813684150078905,300
4252,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.029993097317777863,0.19441532006692624,300
4253,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.44305339579494724,0.3646610605559152,300
4254,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.3044631293319411,0.15277582503099757,300
4255,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.3487756874610142,0.5340289541269603,300
4256,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.4295360757974931,0.11925991379644188,300
4257,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.2558954554860813,0.3997380738411838,300
4258,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.6585011751811662,0.1997109148049588,300
4259,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.002464630216237176,0.3949370883805318,300
4260,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.1866145723349064,0.39241724686707274,300
4261,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.4877889041156103,0.3529778343751058,300
4262,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.46366603717524757,0.05319423948786584,300
4263,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.2167435003322092,0.7457284177086725,300
4264,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.23420037528379026,0.22315612189707484,300
4265,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.460174335419335,0.488931390583487,300
4266,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.5261386506602108,0.11938301194094467,300
4267,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.11693951297876402,0.6252025411504979,300
4268,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.2859405102246844,0.10869858738995448,300
4269,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.3295563967027798,0.3417661407942697,300
4270,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.4159263281788431,0.30266831897356195,300
4271,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.24182937716143,0.321280002543323,300
4272,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.45694088746963135,0.4333151129911855,300
4273,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.30773217808449943,0.27964836342623256,300
4274,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.7087623479797617,0.02619068907900938,300
4275,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.06923552244622021,0.552720959453549,300
4276,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.10135262899112556,0.1876788223830229,300
4277,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.4714230818377653,0.4569461403554674,300
4278,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.3932762848472068,0.21034897920806392,300
4279,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.22457840642687418,0.48798501941302197,300
4280,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.2322145975402828,0.09613637115559402,300
4281,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.33656710095873255,0.45649205696361594,300
4282,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.3524074638863418,0.20479050562104076,300
4283,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.19107995343975803,0.5784015758253297,300
4284,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.06330685329977202,0.4543711371866184,300
4285,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.4604452706706398,0.3035986559674476,300
4286,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.7163913058507729,0.24559426658511704,300
4287,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.23826121648883566,0.3704059243123671,300
4288,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.800217975278859,0.14869747518857707,300
4289,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.23444802841279053,0.4302677287141799,300
4290,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.5633927184473162,0.27903856961368995,300
4291,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.03557701446995883,0.4892383063504636,300
4292,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.1456429990269249,0.19087233380842566,300
4293,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.47380526670791706,0.4044303157705899,300
4294,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.4572196472436431,0.08561271140846913,300
4295,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.16838184679854137,0.5156009288765396,300
4296,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.23489299563861885,0.3008219775915407,300
4297,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.41330351059079073,0.3358804519484416,300
4298,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.4747946881554133,0.012177111993013932,300
4299,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.10921500885106696,0.7385809589952412,300
4300,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.1894008180054658,0.284530189942941,300
4301,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.3886998237284879,0.36816309712411055,300
4302,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.5822725272249141,0.33471594161174284,300
4303,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.2101611800914729,0.3582036601039498,300
4304,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.3424831928455676,0.29226323568148393,300
4305,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.30252730691073604,0.37291831559918037,300
4306,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.6931773560496474,0.1952110347106064,300
4307,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.04928597143716737,0.4451288908097913,300
4308,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.20757641741739102,0.048897310736173316,300
4309,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.4122832096428767,0.4321781710875806,300
4310,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.3504977717260475,0.20059056387672194,300
4311,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.3563463502586098,0.5323157108274356,300
4312,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.23331325103964243,0.14143666178417588,300
4313,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.49120827754464985,0.49864640754166306,300
4314,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.4939878160121652,0.1740898627339281,300
4315,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.20414795186508938,0.5474903150267578,300
4316,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.012750553828535257,0.6537218013599382,300
4317,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.3795322645345841,0.24687231394621048,300
4318,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.47779327316343406,0.08898231041813658,300
4319,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.21411133122930462,0.44279266575777537,300
4320,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.2459232862575115,0.26382513724836565,300
4321,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.4121988885020323,0.4601926824741261,300
4322,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.5611887402931766,0.03797487402764515,300
4323,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.015169336999178098,0.6995456004330896,300
4324,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.5160815582082267,0.33633424427223324,300
4325,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.33022700451158665,0.32019558732449177,300
4326,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.5162029786494017,0.22015054855340527,300
4327,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.1974670635967273,0.41937161450536287,300
4328,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.5710332424984699,0.015475926038926594,300
4329,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.31730611222549854,0.432486858755658,300
4330,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.650088900962849,0.30802009979554446,300
4331,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.12145642043433426,0.35487506472964314,300
4332,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.05534842370402977,0.3226472021975571,300
4333,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.4365428868469119,0.3337824551641318,300
4334,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.3224928121057626,0.12100426867411006,300
4335,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.2686271928137904,0.5829526062598585,300
4336,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.36764019397879744,0.19201654336541854,300
4337,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.34860686293924376,0.48109743882453027,300
4338,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.45230931850665096,0.15544541577644294,300
4339,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.11139104181071925,0.8624361070224343,300
4340,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.14525023237215323,0.40495540527726903,300
4341,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.39609987390036416,0.25866161964192946,300
4342,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.6954635807527951,0.05400532074874301,300
4343,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.1476048539644838,0.40614889216092764,300
4344,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.41217840973151243,0.38397016500957887,300
4345,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.30549159873129755,0.2963702896054139,300
4346,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.5674524846695924,0.12140832431295963,300
4347,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.11699292240621194,0.48127562603847995,300
4348,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.05420363808279166,0.12234459099147836,300
4349,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.4823931200899444,0.4645949595713394,300
4350,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.34043248030938916,0.2790144248017095,300
4351,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.3384717057978603,0.4241780547127774,300
4352,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.43358406213699907,0.419894433439937,300
4353,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.2744056917925507,0.2909655483286046,300
4354,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.6502691949960061,0.08169926887122397,300
4355,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.030836015990145797,0.5655062774264644,300
4356,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.15681409494230786,0.13852151983755323,300
4357,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.4789457356031341,0.48096610629164965,300
4358,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.45486719663910535,0.1650715013414863,300
4359,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.2024782324823397,0.517498099837767,300
4360,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.348781867936499,0.05797311122948141,300
4361,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.3663427375741638,0.49249786164382114,300
4362,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.4136126663637604,0.20289949962596418,300
4363,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.19821577049835618,0.724339822049194,300
4364,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.10603558839062945,0.3614515606535051,300
4365,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.39073865023005616,0.3150745267881578,300
4366,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.5790123225734091,0.2133344613321954,300
4367,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.18895222545487583,0.3709475662926107,300
4368,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.4335032185960111,0.24010870200341522,300
4369,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.29572336285641576,0.44254835569100354,300
4370,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.699878352447244,0.28443332372710556,300
4371,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.04229835293519008,0.4398990425645161,300
4372,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.1353203524333258,0.3127260613226971,300
4373,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.4690287638889914,0.28659364724304703,300
4374,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.41320118137866485,0.006811934228730182,300
4375,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.2301664112238611,0.614548630116431,300
4376,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.1973959971546933,0.20550917486650458,300
4377,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.4862869303618918,0.4226954711761275,300
4378,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.50262388975026,0.09140013943360646,300
4379,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.15380207316718303,0.5498620190177532,300
4380,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.11108561131836753,0.3412342646277786,300
4381,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.3447694505748125,0.35867090115346595,300
4382,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.39344081412718507,0.3565263168580647,300
4383,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.26669995843121935,0.3583170506213209,300
4384,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.35117469151604763,0.07284909086213746,300
4385,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.33456460061247323,0.6421638827108925,300
4386,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.4890683539041182,0.229669124283652,300
4387,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.011830241084811715,0.6858114912960936,300
4388,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.3438349903822914,0.3886092350346584,300
4389,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.32248753697687726,0.2740654760132924,300
4390,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.5218571687521876,0.12634829261320238,300
4391,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.168870316919394,0.42841317055923733,300
4392,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.3273439753490546,0.33507283950016475,300
4393,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.3502609561930287,0.2938514612049091,300
4394,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.7921643988936128,0.0380163483474844,300
4395,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.08355049424715248,0.46021696281181124,300
4396,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.10124399441901966,0.2726803972137142,300
4397,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.43045507914220493,0.4014349220415694,300
4398,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.3279556034581191,0.18812112387800678,300
4399,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.3233857892257918,0.6031820572115586,300
4400,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.29974543727729897,0.25303224377797034,300
4401,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.3524919804223371,0.40986395493671934,300
4402,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.44865539931069076,0.0933003775435677,300
4403,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.10709166745271721,0.7657324655583274,300
4404,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.2785210061535557,0.04813735008959848,300
4405,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.3555770140962985,0.38857784872850604,300
4406,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.5322218486783556,0.3702598180572717,300
4407,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.19921396460792803,0.3026725802147609,300
4408,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.6411481148050748,0.3297989567143938,300
4409,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.3064217740434359,0.35170332081591693,300
4410,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.5626790820406055,0.21150899533565354,300
4411,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.15649244923984115,0.46427198531631203,300
4412,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.02783598752739697,0.3339545183377876,300
4413,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.5533550707150993,0.31785647766536185,300
4414,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.3888236925035258,0.06792426902704653,300
4415,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.25703551821252024,0.5078913766240615,300
4416,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.35880771412036716,0.1348244723381534,300
4417,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.30542297048309636,0.4246395573625592,300
4418,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.4402178639762587,0.119301541411163,300
4419,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.040171265240702934,0.727135986738532,300
4420,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.22785790887095503,0.48412743825108784,300
4421,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.3988640428848853,0.3221286528094505,300
4422,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.8250926719530577,0.11876476555553457,300
4423,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.12632319223518937,0.4846497657295701,300
4424,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.4472786133155567,0.45772788964899364,300
4425,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.2881826392796133,0.3288817325239874,300
4426,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.583518434745288,0.16586823996124817,300
4427,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.08579615497019057,0.5307680115144225,300
4428,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.1078559242152902,0.031120638615118268,300
4429,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.4618793628093294,0.4520563999874953,300
4430,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.3666384636497472,0.22727968352446887,300
4431,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.30005022296531375,0.41029329576610707,300
4432,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.23081102246519353,0.26202779391310593,300
4433,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.49366565800616463,0.42123379386720605,300
4434,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.5789338325744776,0.018608968548006474,300
4435,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.06010489145200555,0.6845029535700945,300
4436,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.332672203483943,0.405918737244969,300
4437,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.327835282243103,0.3278643736791546,300
4438,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.46309005052234364,0.23817724052271896,300
4439,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.21349588895130228,0.41271017324228987,300
4440,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.35214235653023646,0.10330468225102234,300
4441,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.3048496201289069,0.3968454203897691,300
4442,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.5163350137737387,0.3246312228480852,300
4443,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.1336710672741538,0.32413631254284625,300
4444,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.009338863944443433,0.35758257566143553,300
4445,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.5075065799005343,0.34244847212835744,300
4446,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.3556218936437618,0.0872290443431303,300
4447,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.3554046305646936,0.6218700571368787,300
4448,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.42165172210547186,0.24382668524650403,300
4449,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.29280751270692174,0.3878557398960059,300
4450,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.7992529524083681,0.1338739304358344,300
4451,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.01573272808028241,0.4618528214615283,300
4452,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.2290429630998758,0.11284138785151439,300
4453,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.3767638603247859,0.4412777064371064,300
4454,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.34621016739466065,0.22263360045647843,300
4455,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.28479927743288475,0.5519462993914855,300
4456,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.2284363230855153,0.14628569722328688,300
4457,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.39271216218793076,0.4890786459385925,300
4458,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.4503851857505028,0.16687507585450517,300
4459,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.12851977982087598,0.5244131476101331,300
4460,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.15056036719459956,0.7713787475068896,300
4461,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.4109795868174762,0.243953808610935,300
4462,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.6327408959833669,0.06645791074214946,300
4463,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.21902267888127347,0.47989600850853276,300
4464,ethanol,2-propanol,2.588,3.124,2.5755,3.2491,0.6648036261739507,0.001941111511858082,300
